layer_index,head_index,n_samples,n_pairs,mean_attention_mass,sd_attention_mass,mean_audio_value_contribution_norm,sd_audio_value_contribution_norm,mean_sad_minus_happy_attention_mass,mean_abs_sad_minus_happy_attention_mass,mean_sad_minus_happy_value_norm,mean_abs_sad_minus_happy_value_norm,attention_value_product,corr_pair_attention_delta_with_layer17_ce,corr_pair_value_delta_with_layer17_ce
1,13,192,96,0.6130716800689697,0.02070152759552002,0.7088069915771484,0.15646196901798248,-0.007838926278054714,0.022302726283669472,-0.035257693380117416,0.16205431520938873,0.434549480676651,-0.0297032469921887,-0.03727639865492411
2,0,192,96,0.4911760091781616,0.025045637041330338,0.6910099983215332,0.08234164118766785,-0.004510945174843073,0.024361595511436462,0.014249621890485287,0.08245724439620972,0.3394075334072113,-0.24812449230317954,-0.3460483571356404
2,1,192,96,0.3457871973514557,0.026592683047056198,0.4821661412715912,0.07466922700405121,-0.000764697790145874,0.02272617816925049,0.023301927372813225,0.06747858971357346,0.16672687232494354,0.15608883578857372,0.15530164201554847
2,2,192,96,0.28961631655693054,0.024088213220238686,0.3144751191139221,0.057461973279714584,-0.0008232857217080891,0.016756372526288033,0.001483989879488945,0.02874171733856201,0.09107712656259537,0.04885938160319927,0.08454146953144653
2,3,192,96,0.10219015926122665,0.0013590764719992876,0.22221606969833374,0.0032172794453799725,0.0004302064480725676,0.0014194846153259277,0.0007281365687958896,0.0031257246155291796,0.022708294913172722,-0.1377046077058937,-0.16419601833692776
2,4,192,96,0.1692282110452652,0.019088778644800186,0.23029263317584991,0.0422583632171154,0.001001275610178709,0.011260597966611385,0.00885487999767065,0.027398183941841125,0.03897200897336006,-0.02180210744415521,0.004046923190511275
2,5,192,96,0.16774393618106842,0.0028113198932260275,0.36323678493499756,0.006411076057702303,0.000626499589998275,0.002929041860625148,0.002711397595703602,0.007357665803283453,0.0609307698905468,0.19798236192303476,0.357223964519388
2,6,192,96,0.17230220139026642,0.00410813232883811,0.28724732995033264,0.008651971817016602,6.0219474107725546e-05,0.004422400612384081,-0.0011825062101706862,0.007435053586959839,0.049493346363306046,-0.026938278115350933,-0.003574150943487316
2,7,192,96,0.8240541815757751,0.040927812457084656,2.5444881916046143,0.24816358089447021,-0.011026819236576557,0.026754774153232574,-0.047903548926115036,0.2396077960729599,2.0967960357666016,-0.038404523896015764,0.02107241519641074
2,8,192,96,0.19316256046295166,0.01817820407450199,0.16408057510852814,0.02846474014222622,-0.003396184416487813,0.020360739901661873,-0.01107748318463564,0.03032362274825573,0.03169422224164009,-0.09505856894520387,-0.1398133330639849
2,9,192,96,0.16823069751262665,0.009723974391818047,0.13281558454036713,0.007353589870035648,0.002468249062076211,0.010555113665759563,0.001474760938435793,0.007592363748699427,0.022343657910823822,0.02348055389901747,-0.03842026061306379
2,10,192,96,0.9458532929420471,0.01581837609410286,2.619997024536133,0.4180057644844055,-0.01061874907463789,0.015597243793308735,-0.1497936099767685,0.3658035695552826,2.478132724761963,-0.07563368440640673,0.04531652287721872
2,11,192,96,0.20820975303649902,0.014891471713781357,0.27750205993652344,0.06807606667280197,0.0013088026316836476,0.011610180139541626,0.012578644789755344,0.030275696888566017,0.05777863413095474,-0.09979928795205872,-0.016017627162958677
2,12,192,96,0.3082955777645111,0.017178183421492577,0.47755882143974304,0.04731464013457298,-0.0020108928438276052,0.01576867513358593,-0.004063797183334827,0.04751203954219818,0.14722926914691925,-0.009345883130304124,0.028364221362109497
2,13,192,96,0.11983129382133484,0.006699708756059408,0.13611920177936554,0.011141038499772549,-0.0017031122697517276,0.006912528071552515,-0.0023645556066185236,0.010132991708815098,0.016311340034008026,0.04999605982977707,0.15945355682085488
