sample_id,pair_id,actor,statement,repetition,intensity,emotion,donor_sample_id,donor_sign,layer_index,clean_raw,patched_raw,delta_raw,clean_lens,patched_lens,delta_lens
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,21,-6.837277412414551,-6.961604118347168,0.12432670593261719,-2.661602258682251,-2.82015061378479,0.15854835510253906
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,22,-10.961697578430176,-11.151788711547852,0.19009113311767578,-3.2368524074554443,-3.402801036834717,0.16594862937927246
pair_0055_happy,pair_0055,14,02,02,01,happy,pair_0055_sad,-1,23,-14.469256401062012,-14.706259727478027,0.23700332641601562,-3.342625617980957,-3.5281009674072266,0.18547534942626953
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,0,-0.23780891299247742,-0.23780891299247742,0.0,3.240060329437256,3.240060329437256,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,1,-0.5176444053649902,-0.5176444053649902,0.0,2.740250587463379,2.740250587463379,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,2,-0.7781274318695068,-0.7781274318695068,0.0,1.8716933727264404,1.8716933727264404,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,3,-0.7213819026947021,-0.7213819026947021,0.0,2.2758421897888184,2.2758421897888184,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,4,-0.7662978768348694,-0.7662978768348694,0.0,1.944327712059021,1.944327712059021,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,5,-0.8793635368347168,-0.8793635368347168,0.0,1.4481602907180786,1.4481602907180786,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,6,-1.0099316835403442,-1.0099316835403442,0.0,0.755740225315094,0.755740225315094,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,7,-1.210716724395752,-1.210716724395752,0.0,0.0033926963806152344,0.0033926963806152344,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,8,-1.493965983390808,-1.493965983390808,0.0,-1.1413300037384033,-1.1413300037384033,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,9,-1.6570558547973633,-1.6570558547973633,0.0,-1.5536980628967285,-1.5536980628967285,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,10,-1.6293399333953857,-1.6293399333953857,0.0,-1.6101971864700317,-1.6101971864700317,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,11,-1.2624750137329102,-1.2624750137329102,0.0,-0.19547563791275024,-0.19547563791275024,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,12,-0.9310373663902283,-0.9310373663902283,0.0,1.1430423259735107,1.1430423259735107,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,13,-1.1707690954208374,-1.1707690954208374,0.0,0.43396520614624023,0.43396520614624023,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,14,-1.406825065612793,-1.406825065612793,0.0,-0.14413046836853027,-0.14413046836853027,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,15,-1.6079181432724,-1.6079181432724,0.0,-0.46713292598724365,-0.46713292598724365,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,16,-2.859691619873047,-2.859691619873047,0.0,-3.0194692611694336,-3.0194692611694336,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,17,-2.6592063903808594,-2.6592063903808594,0.0,-1.9073599576950073,-1.9073599576950073,0.0
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,18,-2.9663357734680176,-2.980081558227539,-0.013745784759521484,-1.4065800905227661,-1.4390220642089844,-0.03244197368621826
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,19,-3.2197177410125732,-3.107617139816284,0.11210060119628906,-0.796828031539917,-0.6321194171905518,0.16470861434936523
