endpoint,statement,condition,metric,mean,ci_low,ci_high
final_answer,DFA,no_attn,accuracy,0.7727272727272727,0.7159090909090909,0.8295454545454546
final_answer,DFA,no_mlp,mean_within_fold_auc,0.8636363636363636,0.7840909090909091,0.9318181818181818
final_answer,DFA,no_mlp,pooled_roc_auc,0.8331611570247934,0.7763397469008264,0.8868801652892562
final_answer,DFA,no_mlp,accuracy,0.7443181818181818,0.6818181818181818,0.8068181818181818
final_answer,IOM,clean,mean_within_fold_auc,0.6818181818181818,0.5795454545454546,0.7727272727272727
final_answer,IOM,clean,pooled_roc_auc,0.6809142561983471,0.6114378873966942,0.7478047520661157
final_answer,IOM,clean,accuracy,0.6477272727272727,0.5852272727272727,0.7102272727272727
final_answer,IOM,no_attn,mean_within_fold_auc,0.7045454545454546,0.6022727272727273,0.7954545454545454
final_answer,IOM,no_attn,pooled_roc_auc,0.6691632231404959,0.5959420196280991,0.7396694214876033
final_answer,IOM,no_attn,accuracy,0.6306818181818182,0.5681818181818182,0.6931818181818182
final_answer,IOM,no_mlp,mean_within_fold_auc,0.7272727272727273,0.6363636363636364,0.8181818181818182
final_answer,IOM,no_mlp,pooled_roc_auc,0.703254132231405,0.6349399535123966,0.768724173553719
final_answer,IOM,no_mlp,accuracy,0.6704545454545454,0.6079545454545454,0.7329545454545454
final_answer,ITH,clean,mean_within_fold_auc,0.7272727272727273,0.6363636363636364,0.8181818181818182
final_answer,ITH,clean,pooled_roc_auc,0.737474173553719,0.6661931818181818,0.8046229338842975
final_answer,ITH,clean,accuracy,0.6818181818181818,0.625,0.7386363636363636
final_answer,ITH,no_attn,mean_within_fold_auc,0.7159090909090909,0.6136363636363636,0.8068181818181818
final_answer,ITH,no_attn,pooled_roc_auc,0.7240444214876033,0.6475981404958677,0.793908186983471
final_answer,ITH,no_attn,accuracy,0.6761363636363636,0.6079545454545454,0.7386363636363636
final_answer,ITH,no_mlp,mean_within_fold_auc,0.6931818181818182,0.5909090909090909,0.7840909090909091
